,path,positive_labels
149,content/train/bisping-00057-part80.wav,content
150,content/train/bisping-00078-part48.wav,content
151,content/train/bisping-00042-part41.wav,content
152,content/train/bisping-00057-part65.wav,content
153,content/train/bisping-00046-part52.wav,content
154,content/train/bisping-00020-part79.wav,content
155,content/train/bisping-00053-part28.wav,content
156,content/train/bisping-00076-part22.wav,content
157,content/train/bisping-00018-part69.wav,content
158,content/train/bisping-00061-part58.wav,content
159,content/train/bisping-00049-part31.wav,content
160,content/train/bisping-00024-part20.wav,content
161,content/train/bisping-00003-part1.wav,content
162,content/train/bisping-00031-part10.wav,content
163,content/train/bisping-00019-part86.wav,content
164,content/train/bisping-00067-part73.wav,content
165,content/train/bisping-00066-part5.wav,content
166,content/train/bisping-00021-part100.wav,content
167,content/train/bisping-00026-part14.wav,content
168,content/train/bisping-00078-part1.wav,content
169,content/train/bisping-00081-part7.wav,content
170,content/train/bisping-00063-part24.wav,content
171,content/train/bisping-00040-part31.wav,content
172,content/train/bisping-00008-part63.wav,content
173,content/train/bisping-00015-part2.wav,content
174,content/train/bisping-00068-part32.wav,content
175,content/train/bisping-00044-part47.wav,content
176,content/train/bisping-00017-part4.wav,content
177,content/train/bisping-00066-part49.wav,content
178,content/train/bisping-00086-part130.wav,content
179,content/train/bisping-00070-part6.wav,content
180,content/train/bisping-00030-part5.wav,content
181,content/train/bisping-00032-part3.wav,content
182,content/train/bisping-00017-part118.wav,content
183,content/train/bisping-00074-part4.wav,content
184,content/train/bisping-00017-part61.wav,content
185,content/train/bisping-00078-part20.wav,content
186,content/train/bisping-00070-part24.wav,content
187,content/train/bisping-00009-part7.wav,content
188,content/train/bisping-00079-part18.wav,content
189,content/train/bisping-00021-part78.wav,content
190,content/train/bisping-00004-part49.wav,content
191,content/train/bisping-00086-part3.wav,content
192,content/train/bisping-00076-part37.wav,content
193,content/train/bisping-00047-part1.wav,content
194,content/train/bisping-00055-part151.wav,content
195,content/train/bisping-00009-part60.wav,content
196,content/train/bisping-00067-part138.wav,content
197,content/train/bisping-00045-part60.wav,content
198,content/train/bisping-00081-part43.wav,content
199,content/train/bisping-00076-part21.wav,content
200,content/train/bisping-00040-part7.wav,content
201,content/train/bisping-00042-part31.wav,content
202,content/train/bisping-00002-part7.wav,content
203,content/train/bisping-00075-part46.wav,content
204,content/train/bisping-00012-part96.wav,content
205,content/train/bisping-00047-part19.wav,content
206,content/train/bisping-00068-part72.wav,content
207,content/train/bisping-00007-part18.wav,content
208,content/train/bisping-00059-part22.wav,content
209,content/train/bisping-00050-part48.wav,content
210,content/train/bisping-00067-part80.wav,content
211,content/train/bisping-00041-part34.wav,content
212,content/train/bisping-00045-part35.wav,content
213,content/train/bisping-00063-part68.wav,content
214,content/train/bisping-00090-part21.wav,content
215,content/train/bisping-00015-part16.wav,content
216,content/train/bisping-00066-part6.wav,content
217,content/train/bisping-00039-part37.wav,content
218,content/train/bisping-00015-part9.wav,content
219,content/train/bisping-00072-part2.wav,content
220,content/train/bisping-00002-part63.wav,content
221,content/train/bisping-00030-part2.wav,content
222,content/train/bisping-00075-part16.wav,content
223,content/train/bisping-00021-part101.wav,content
224,content/train/bisping-00074-part19.wav,content
225,content/train/bisping-00064-part50.wav,content
226,content/train/bisping-00022-part27.wav,content
227,content/train/bisping-00049-part66.wav,content
228,content/train/bisping-00003-part48.wav,content
229,content/train/bisping-00067-part39.wav,content
230,content/train/bisping-00020-part29.wav,content
231,content/train/bisping-00038-part14.wav,content
232,content/train/bisping-00040-part55.wav,content
233,content/train/bisping-00083-part46.wav,content
234,content/train/bisping-00062-part29.wav,content
235,content/train/bisping-00012-part27.wav,content
236,content/train/bisping-00049-part5.wav,content
237,content/train/bisping-00030-part16.wav,content
238,content/train/bisping-00017-part15.wav,content
239,content/train/bisping-00038-part35.wav,content
240,content/train/bisping-00012-part17.wav,content
241,content/train/bisping-00017-part129.wav,content
242,content/train/bisping-00057-part18.wav,content
243,content/train/bisping-00027-part32.wav,content
244,content/train/bisping-00038-part101.wav,content
245,content/train/bisping-00019-part98.wav,content
246,content/train/bisping-00044-part63.wav,content
247,content/train/bisping-00072-part3.wav,content
248,content/train/bisping-00063-part45.wav,content
249,content/train/bisping-00071-part38.wav,content
250,content/train/bisping-00011-part5.wav,content
251,content/train/bisping-00083-part50.wav,content
252,content/train/bisping-00018-part88.wav,content
253,content/train/bisping-00059-part59.wav,content
254,content/train/bisping-00018-part25.wav,content
255,content/train/bisping-00020-part39.wav,content
256,content/train/bisping-00003-part94.wav,content
257,content/train/bisping-00012-part80.wav,content
258,content/train/bisping-00064-part35.wav,content
259,content/train/bisping-00075-part60.wav,content
260,content/train/bisping-00043-part48.wav,content
261,content/train/bisping-00005-part10.wav,content
262,content/train/bisping-00004-part19.wav,content
263,content/train/bisping-00039-part39.wav,content
264,content/train/bisping-00050-part50.wav,content
265,content/train/bisping-00054-part37.wav,content
266,content/train/bisping-00079-part50.wav,content
267,content/train/bisping-00078-part54.wav,content
268,content/train/bisping-00035-part45.wav,content
269,content/train/bisping-00055-part117.wav,content
270,content/train/bisping-00006-part24.wav,content
271,content/train/bisping-00065-part70.wav,content
272,content/train/bisping-00080-part57.wav,content
273,content/train/bisping-00018-part24.wav,content
274,content/train/bisping-00024-part29.wav,content
275,content/train/bisping-00030-part20.wav,content
276,content/train/bisping-00018-part33.wav,content
277,content/train/bisping-00017-part74.wav,content
278,content/train/bisping-00064-part49.wav,content
279,content/train/bisping-00035-part18.wav,content
280,content/train/bisping-00072-part67.wav,content
281,content/train/bisping-00020-part133.wav,content
282,content/train/bisping-00059-part28.wav,content
283,content/train/bisping-00004-part20.wav,content
284,content/train/bisping-00034-part4.wav,content
285,content/train/bisping-00059-part6.wav,content
286,content/train/bisping-00086-part45.wav,content
287,content/train/bisping-00014-part1.wav,content
288,content/train/bisping-00075-part23.wav,content
289,content/train/bisping-00012-part87.wav,content
290,content/train/bisping-00049-part46.wav,content
291,content/train/bisping-00086-part35.wav,content
292,content/train/bisping-00004-part41.wav,content
293,content/train/bisping-00004-part39.wav,content
294,content/train/bisping-00055-part19.wav,content
295,content/train/bisping-00001-part70.wav,content
296,content/train/bisping-00009-part33.wav,content
297,content/train/bisping-00084-part5.wav,content
298,content/train/bisping-00056-part12.wav,content
299,content/train/bisping-00020-part9.wav,content
300,content/train/bisping-00005-part20.wav,content
301,content/train/bisping-00057-part74.wav,content
302,content/train/bisping-00035-part6.wav,content
303,content/train/bisping-00052-part23.wav,content
304,content/train/bisping-00047-part2.wav,content
305,content/train/bisping-00053-part8.wav,content
306,content/train/bisping-00070-part1.wav,content
307,content/train/bisping-00079-part13.wav,content
308,content/train/bisping-00080-part23.wav,content
309,content/train/bisping-00081-part18.wav,content
310,content/train/bisping-00018-part57.wav,content
311,content/train/bisping-00065-part72.wav,content
312,content/train/bisping-00037-part69.wav,content
313,content/train/bisping-00005-part18.wav,content
314,content/train/bisping-00043-part41.wav,content
315,content/train/bisping-00032-part5.wav,content
316,content/train/bisping-00081-part4.wav,content
317,content/train/bisping-00072-part51.wav,content
318,content/train/bisping-00045-part20.wav,content
319,content/train/bisping-00080-part4.wav,content
320,content/train/bisping-00049-part25.wav,content
321,content/train/bisping-00037-part44.wav,content
322,content/train/bisping-00012-part100.wav,content
323,content/train/bisping-00020-part107.wav,content
324,content/train/bisping-00004-part9.wav,content
325,content/train/bisping-00058-part39.wav,content
326,content/train/bisping-00011-part9.wav,content
327,content/train/bisping-00043-part46.wav,content
328,content/train/bisping-00017-part108.wav,content
329,content/train/bisping-00039-part23.wav,content
330,content/train/bisping-00042-part23.wav,content
331,content/train/bisping-00017-part102.wav,content
332,content/train/bisping-00059-part27.wav,content
333,content/train/bisping-00059-part61.wav,content
334,content/train/bisping-00031-part11.wav,content
335,content/train/bisping-00082-part33.wav,content
336,content/train/bisping-00047-part62.wav,content
337,content/train/bisping-00062-part21.wav,content
338,content/train/bisping-00005-part24.wav,content
339,content/train/bisping-00086-part103.wav,content
340,content/train/bisping-00011-part51.wav,content
341,content/train/bisping-00011-part86.wav,content
342,content/train/bisping-00003-part38.wav,content
343,content/train/bisping-00026-part4.wav,content
344,content/train/bisping-00021-part49.wav,content
345,content/train/bisping-00081-part31.wav,content
346,content/train/bisping-00090-part36.wav,content
347,content/train/bisping-00012-part18.wav,content
348,content/train/bisping-00072-part70.wav,content
349,content/train/bisping-00004-part40.wav,content
350,content/train/bisping-00082-part19.wav,content
351,content/train/bisping-00019-part53.wav,content
352,content/train/bisping-00050-part32.wav,content
353,content/train/bisping-00011-part59.wav,content
354,content/train/bisping-00007-part95.wav,content
355,content/train/bisping-00034-part39.wav,content
356,content/train/bisping-00047-part3.wav,content
357,content/train/bisping-00086-part29.wav,content
358,content/train/bisping-00059-part68.wav,content
359,content/train/bisping-00039-part43.wav,content
360,content/train/bisping-00067-part9.wav,content
361,content/train/bisping-00044-part34.wav,content
362,content/train/bisping-00001-part20.wav,content
363,content/train/bisping-00017-part50.wav,content
364,content/train/bisping-00077-part1.wav,content
365,content/train/bisping-00019-part8.wav,content
366,content/train/bisping-00077-part14.wav,content
367,content/train/bisping-00036-part16.wav,content
368,content/train/bisping-00083-part45.wav,content
369,content/train/bisping-00011-part148.wav,content
370,content/train/bisping-00081-part47.wav,content
371,content/train/bisping-00057-part54.wav,content
372,content/train/bisping-00067-part85.wav,content
373,content/train/bisping-00014-part35.wav,content
374,content/train/bisping-00009-part3.wav,content
375,content/train/bisping-00047-part25.wav,content
376,content/train/bisping-00012-part74.wav,content
377,content/train/bisping-00061-part23.wav,content
378,content/train/bisping-00001-part77.wav,content
379,content/train/bisping-00011-part144.wav,content
380,content/train/bisping-00043-part8.wav,content
381,content/train/bisping-00001-part12.wav,content
382,content/train/bisping-00019-part26.wav,content
383,content/train/bisping-00031-part21.wav,content
384,content/train/bisping-00056-part25.wav,content
385,content/train/bisping-00065-part99.wav,content
386,content/train/bisping-00059-part8.wav,content
387,content/train/bisping-00068-part14.wav,content
388,content/train/bisping-00056-part18.wav,content
389,content/train/bisping-00086-part25.wav,content
390,content/train/bisping-00008-part30.wav,content
391,content/train/bisping-00019-part9.wav,content
392,content/train/bisping-00053-part26.wav,content
393,content/train/bisping-00083-part23.wav,content
394,content/train/bisping-00086-part145.wav,content
395,content/train/bisping-00007-part47.wav,content
396,content/train/bisping-00038-part28.wav,content
397,content/train/bisping-00086-part90.wav,content
398,content/train/bisping-00002-part2.wav,content
399,content/train/bisping-00019-part30.wav,content
400,content/train/bisping-00061-part22.wav,content
401,content/train/bisping-00004-part25.wav,content
402,content/train/bisping-00008-part53.wav,content
403,content/train/bisping-00019-part36.wav,content
404,content/train/bisping-00037-part8.wav,content
405,content/train/bisping-00015-part4.wav,content
406,content/train/bisping-00084-part4.wav,content
407,content/train/bisping-00076-part33.wav,content
408,content/train/bisping-00065-part92.wav,content
409,content/train/bisping-00083-part36.wav,content
410,content/train/bisping-00065-part82.wav,content
411,content/train/bisping-00038-part70.wav,content
412,content/train/bisping-00036-part2.wav,content
413,content/train/bisping-00043-part3.wav,content
414,content/train/bisping-00080-part15.wav,content
415,content/train/bisping-00009-part23.wav,content
416,content/train/bisping-00048-part29.wav,content
417,content/train/bisping-00040-part18.wav,content
418,content/train/bisping-00003-part47.wav,content
419,content/train/bisping-00004-part12.wav,content
420,content/train/bisping-00064-part27.wav,content
421,content/train/bisping-00057-part38.wav,content
422,content/train/bisping-00065-part41.wav,content
423,content/train/bisping-00078-part39.wav,content
424,content/train/bisping-00075-part24.wav,content
425,content/train/bisping-00017-part14.wav,content
426,content/train/bisping-00011-part109.wav,content
427,content/train/bisping-00044-part20.wav,content
428,content/train/bisping-00081-part49.wav,content
429,content/train/bisping-00055-part89.wav,content
430,content/train/bisping-00011-part113.wav,content
431,content/train/bisping-00057-part35.wav,content
432,content/train/bisping-00046-part36.wav,content
433,content/train/bisping-00076-part49.wav,content
434,content/train/bisping-00055-part115.wav,content
435,content/train/bisping-00001-part57.wav,content
436,content/train/bisping-00068-part55.wav,content
437,content/train/bisping-00038-part27.wav,content
438,content/train/bisping-00018-part42.wav,content
439,content/train/bisping-00045-part41.wav,content
440,content/train/bisping-00063-part40.wav,content
441,content/train/bisping-00041-part25.wav,content
442,content/train/bisping-00044-part43.wav,content
443,content/train/bisping-00064-part72.wav,content
444,content/train/bisping-00067-part127.wav,content
445,content/train/bisping-00050-part9.wav,content
446,content/train/bisping-00043-part35.wav,content
447,content/train/bisping-00033-part6.wav,content
448,content/train/bisping-00057-part67.wav,content
449,content/train/bisping-00055-part118.wav,content
450,content/train/bisping-00076-part14.wav,content
451,content/train/bisping-00090-part11.wav,content
452,content/train/bisping-00051-part22.wav,content
453,content/train/bisping-00086-part20.wav,content
454,content/train/bisping-00069-part6.wav,content
455,content/train/bisping-00050-part5.wav,content
456,content/train/bisping-00055-part157.wav,content
457,content/train/bisping-00012-part86.wav,content
458,content/train/bisping-00083-part5.wav,content
459,content/train/bisping-00033-part44.wav,content
460,content/train/bisping-00071-part16.wav,content
461,content/train/bisping-00001-part37.wav,content
462,content/train/bisping-00045-part4.wav,content
463,content/train/bisping-00078-part59.wav,content
464,content/train/bisping-00065-part17.wav,content
465,content/train/bisping-00004-part37.wav,content
466,content/train/bisping-00064-part18.wav,content
467,content/train/bisping-00061-part96.wav,content
468,content/train/bisping-00059-part78.wav,content
469,content/train/bisping-00020-part96.wav,content
470,content/train/bisping-00086-part41.wav,content
471,content/train/bisping-00072-part64.wav,content
472,content/train/bisping-00018-part8.wav,content
473,content/train/bisping-00022-part7.wav,content
474,content/train/bisping-00008-part48.wav,content
475,content/train/bisping-00035-part26.wav,content
476,content/train/bisping-00020-part80.wav,content
477,content/train/bisping-00044-part80.wav,content
478,content/train/bisping-00006-part41.wav,content
479,content/train/bisping-00019-part49.wav,content
480,content/train/bisping-00040-part30.wav,content
481,content/train/bisping-00073-part5.wav,content
482,content/train/bisping-00003-part22.wav,content
483,content/train/bisping-00040-part71.wav,content
484,content/train/bisping-00008-part46.wav,content
485,content/train/bisping-00062-part78.wav,content
486,content/train/bisping-00009-part26.wav,content
487,content/train/bisping-00073-part34.wav,content
488,content/train/bisping-00077-part26.wav,content
489,content/train/bisping-00017-part88.wav,content
490,content/train/bisping-00020-part50.wav,content
491,content/train/bisping-00022-part9.wav,content
492,content/train/bisping-00068-part62.wav,content
493,content/train/bisping-00080-part49.wav,content
494,content/train/bisping-00044-part14.wav,content
495,content/train/bisping-00066-part80.wav,content
496,content/train/bisping-00064-part81.wav,content
497,content/train/bisping-00005-part16.wav,content
498,content/train/bisping-00009-part29.wav,content
499,content/train/bisping-00068-part113.wav,content
500,content/train/bisping-00047-part38.wav,content
501,content/train/bisping-00046-part10.wav,content
502,content/train/bisping-00026-part9.wav,content
503,content/train/bisping-00064-part10.wav,content
504,content/train/bisping-00055-part6.wav,content
505,content/train/bisping-00028-part3.wav,content
506,content/train/bisping-00066-part46.wav,content
507,content/train/bisping-00068-part135.wav,content
508,content/train/bisping-00014-part14.wav,content
509,content/train/bisping-00014-part16.wav,content
510,content/train/bisping-00035-part30.wav,content
511,content/train/bisping-00024-part28.wav,content
512,content/train/bisping-00003-part98.wav,content
513,content/train/bisping-00073-part40.wav,content
514,content/train/bisping-00019-part35.wav,content
515,content/train/bisping-00064-part52.wav,content
516,content/train/bisping-00061-part67.wav,content
517,content/train/bisping-00077-part2.wav,content
518,content/train/bisping-00047-part75.wav,content
519,content/train/bisping-00063-part41.wav,content
520,content/train/bisping-00037-part83.wav,content
521,content/train/bisping-00080-part31.wav,content
522,content/train/bisping-00071-part20.wav,content
523,content/train/bisping-00075-part25.wav,content
524,content/train/bisping-00022-part32.wav,content
525,content/train/bisping-00089-part15.wav,content
526,content/train/bisping-00052-part6.wav,content
527,content/train/bisping-00055-part79.wav,content
528,content/train/bisping-00038-part21.wav,content
529,content/train/bisping-00057-part31.wav,content
530,content/train/bisping-00008-part21.wav,content
531,content/train/bisping-00082-part2.wav,content
532,content/train/bisping-00076-part26.wav,content
533,content/train/bisping-00011-part65.wav,content
534,content/train/bisping-00038-part7.wav,content
535,content/train/bisping-00006-part26.wav,content
536,content/train/bisping-00021-part70.wav,content
537,content/train/bisping-00043-part18.wav,content
538,content/train/bisping-00033-part3.wav,content
539,content/train/bisping-00068-part7.wav,content
540,content/train/bisping-00066-part62.wav,content
541,content/train/bisping-00076-part27.wav,content
542,content/train/bisping-00008-part23.wav,content
543,content/train/bisping-00007-part98.wav,content
544,content/train/bisping-00019-part90.wav,content
545,content/train/bisping-00033-part27.wav,content
546,content/train/bisping-00075-part4.wav,content
547,content/train/bisping-00070-part15.wav,content
548,content/train/bisping-00058-part46.wav,content
549,content/train/bisping-00065-part61.wav,content
550,content/train/bisping-00036-part10.wav,content
551,content/train/bisping-00072-part26.wav,content
552,content/train/bisping-00083-part11.wav,content
553,content/train/bisping-00043-part67.wav,content
554,content/train/bisping-00077-part5.wav,content
555,content/train/bisping-00040-part34.wav,content
556,content/train/bisping-00059-part15.wav,content
557,content/train/bisping-00076-part24.wav,content
558,content/train/bisping-00047-part15.wav,content
559,content/train/bisping-00021-part98.wav,content
560,content/train/bisping-00011-part48.wav,content
561,content/train/bisping-00055-part60.wav,content
562,content/train/bisping-00060-part19.wav,content
563,content/train/bisping-00038-part94.wav,content
564,content/train/bisping-00017-part103.wav,content
565,content/train/bisping-00049-part9.wav,content
566,content/train/bisping-00044-part62.wav,content
567,content/train/bisping-00018-part5.wav,content
568,content/train/bisping-00024-part26.wav,content
569,content/train/bisping-00019-part73.wav,content
570,content/train/bisping-00065-part96.wav,content
571,content/train/bisping-00009-part39.wav,content
572,content/train/bisping-00048-part46.wav,content
573,content/train/bisping-00060-part15.wav,content
574,content/train/bisping-00037-part2.wav,content
575,content/train/bisping-00041-part14.wav,content
576,content/train/bisping-00039-part10.wav,content
577,content/train/bisping-00090-part39.wav,content
578,content/train/bisping-00022-part8.wav,content
579,content/train/bisping-00041-part35.wav,content
580,content/train/bisping-00085-part8.wav,content
581,content/train/bisping-00080-part7.wav,content
582,content/train/bisping-00020-part115.wav,content
583,content/train/bisping-00068-part108.wav,content
584,content/train/bisping-00064-part59.wav,content
585,content/train/bisping-00002-part3.wav,content
586,content/train/bisping-00056-part23.wav,content
587,content/train/bisping-00067-part81.wav,content
588,content/train/bisping-00006-part6.wav,content
589,content/train/bisping-00055-part155.wav,content
590,content/train/bisping-00017-part121.wav,content
591,content/train/bisping-00073-part19.wav,content
592,content/train/bisping-00037-part42.wav,content
593,content/train/bisping-00021-part5.wav,content
594,content/train/bisping-00037-part55.wav,content
595,content/train/bisping-00050-part6.wav,content
596,content/train/bisping-00055-part130.wav,content
597,content/train/bisping-00085-part3.wav,content
598,content/train/bisping-00047-part14.wav,content
599,content/train/bisping-00061-part11.wav,content
600,content/train/bisping-00029-part12.wav,content
601,content/train/bisping-00037-part19.wav,content
602,content/train/bisping-00089-part14.wav,content
603,content/train/bisping-00081-part27.wav,content
604,content/train/bisping-00061-part33.wav,content
605,content/train/bisping-00077-part15.wav,content
606,content/train/bisping-00016-part13.wav,content
607,content/train/bisping-00012-part28.wav,content
608,content/train/bisping-00021-part15.wav,content
609,content/train/bisping-00019-part42.wav,content
610,content/train/bisping-00080-part2.wav,content
611,content/train/bisping-00024-part21.wav,content
612,content/train/bisping-00072-part7.wav,content
613,content/train/bisping-00013-part11.wav,content
614,content/train/bisping-00019-part6.wav,content
615,content/train/bisping-00017-part124.wav,content
616,content/train/bisping-00019-part57.wav,content
617,content/train/bisping-00079-part41.wav,content
618,content/train/bisping-00036-part61.wav,content
619,content/train/bisping-00030-part13.wav,content
620,content/train/bisping-00054-part23.wav,content
621,content/train/bisping-00066-part55.wav,content
622,content/train/bisping-00038-part93.wav,content
623,content/train/bisping-00059-part32.wav,content
624,content/train/bisping-00067-part42.wav,content
625,content/train/bisping-00066-part35.wav,content
626,content/train/bisping-00047-part40.wav,content
627,content/train/bisping-00063-part12.wav,content
628,content/train/bisping-00027-part39.wav,content
629,content/train/bisping-00061-part25.wav,content
630,content/train/bisping-00007-part69.wav,content
631,content/train/bisping-00053-part39.wav,content
632,content/train/bisping-00020-part73.wav,content
633,content/train/bisping-00040-part29.wav,content
634,content/train/bisping-00040-part57.wav,content
635,content/train/bisping-00044-part65.wav,content
636,content/train/bisping-00017-part60.wav,content
637,content/train/bisping-00016-part1.wav,content
638,content/train/bisping-00042-part27.wav,content
639,content/train/bisping-00069-part29.wav,content
640,content/train/bisping-00077-part31.wav,content
641,content/train/bisping-00067-part111.wav,content
642,content/train/bisping-00020-part71.wav,content
643,content/train/bisping-00031-part18.wav,content
644,content/train/bisping-00052-part5.wav,content
645,content/train/bisping-00023-part7.wav,content
646,content/train/bisping-00017-part104.wav,content
647,content/train/bisping-00083-part22.wav,content
648,content/train/bisping-00066-part27.wav,content
649,content/train/bisping-00089-part1.wav,content
650,content/train/bisping-00038-part36.wav,content
651,content/train/bisping-00019-part18.wav,content
652,content/train/bisping-00079-part12.wav,content
653,content/train/bisping-00046-part24.wav,content
654,content/train/bisping-00038-part49.wav,content
655,content/train/bisping-00033-part12.wav,content
656,content/train/bisping-00036-part66.wav,content
657,content/train/bisping-00034-part24.wav,content
658,content/train/bisping-00063-part25.wav,content
659,content/train/bisping-00013-part41.wav,content
660,content/train/bisping-00053-part12.wav,content
661,content/train/bisping-00027-part41.wav,content
662,content/train/bisping-00054-part20.wav,content
663,content/train/bisping-00067-part86.wav,content
664,content/train/bisping-00020-part19.wav,content
